Column1,Column2,Column3,label
Volmark,SEAT_OF,House Volmark,SEAT_OF
Ivy Hall,SEAT_OF,House Kidwell of Ivy Hall,SEAT_OF
Hammerhal,SEAT_OF,House Cordwayner of Hammerhal,SEAT_OF
Ashemark,SEAT_OF,House Marbrand of Ashemark,SEAT_OF
Old Anchor,SEAT_OF,House Melcolm of Old Anchor,SEAT_OF
Orkmont,SEAT_OF,House Greyiron of Orkmont,SEAT_OF
Evenfall Hall,SEAT_OF,House Tarth of Evenfall Hall,SEAT_OF
Salt Shore,SEAT_OF,House Gargalen of Salt Shore,SEAT_OF
Clegane's Keep,SEAT_OF,House Clegane,SEAT_OF
Broad Arch,SEAT_OF,House Staedmon of Broad Arch,SEAT_OF
Great Wyk,SEAT_OF,House Sparr of Great Wyk,SEAT_OF
Ironoaks,SEAT_OF,House Waynwood of Ironoaks,SEAT_OF
Red Lake,SEAT_OF,House Crane of Red Lake,SEAT_OF
Spottswood,SEAT_OF,House Santagar of Spottswood,SEAT_OF
Misty Isle,SEAT_OF,House Fisher,SEAT_OF
Harrenhal,SEAT_OF,House Baelish of Harrenhal,SEAT_OF
House Wull,LED_BY,Hugo Wull,LED_BY
House Qorgyle of Sandstone,LED_BY,Quentyn Qorgyle,LED_BY
House Yew,LED_BY,Manfryd Yew,LED_BY
House Sparr of Great Wyk,LED_BY,The Sparr,LED_BY
House Caswell of Bitterbridge,LED_BY,Lorent Caswell,LED_BY
House Frey of the Crossing,LED_BY,Walder Frey,LED_BY
House Bar Emmon of Sharp Point,LED_BY,Duram Bar Emmon,LED_BY
House Mooton of Maidenpool,LED_BY,William Mooton,LED_BY
House Swyft of Cornfield,LED_BY,Harys Swyft,LED_BY
House Corbray of Heart's Home,LED_BY,Lyonel Corbray,LED_BY
House Whent of Harrenhal,LED_BY,Shella Whent,LED_BY
House Rowan of Goldengrove,LED_BY,Mathis Rowan,LED_BY
House Farwynd of the Lonely Light,LED_BY,Gylbert Farwynd,LED_BY
House Estren of Wyndhall,LED_BY,Regenard Estren,LED_BY
House Lannister of Casterly Rock,LED_BY,Cersei Lannister,LED_BY
House Beesbury of Honeyholt,LED_BY,Warryn Beesbury,LED_BY
House Stout of Goldgrass,LED_BY,Harwood Stout,LED_BY
House Flint  of the mountains,LED_BY,Torghen Flint,LED_BY
House Wynch of Iron Holt,LED_BY,Waldon Wynch,LED_BY
House Royce of the Gates of the Moon,LED_BY,Nestor Royce,LED_BY
House Blackwood of Raventree Hall,LED_BY,Tytos Blackwood,LED_BY
House Redfort of Redfort,LED_BY,Horton Redfort,LED_BY
House Dayne of High Hermitage,LED_BY,Gerold Dayne,LED_BY
House Uller of Hellholt,LED_BY,Harmen Uller,LED_BY
House Strickland,LED_BY,Harry Strickland,LED_BY
House Redbeard,LED_BY,Gerrick,LED_BY
House Dalt of Lemonwood,LED_BY,Deziel Dalt,LED_BY
House Bulwer of Blackcrown,LED_BY,Alysanne Bulwer,LED_BY
House Grafton of Gulltown,LED_BY,Gerold Grafton,LED_BY
House Waxley of Wickenden,LED_BY,Edmund Waxley,LED_BY
House Farwynd of Sealskin Point,LED_BY,Triston Farwynd,LED_BY
House Goodbrook,LED_BY,Lymond Goodbrook,LED_BY
House Lefford of the Golden Tooth,LED_BY,Alysanne Lefford,LED_BY
House Chyttering,LED_BY,Lucos Chyttering,LED_BY
House Arryn of the Eyrie,LED_BY,Robert Arryn,LED_BY
House Targaryen of King's Landing,LED_BY,Daenerys Targaryen,LED_BY
Sybell Spicer,SPOUSE,Gawen Westerling,SPOUSE
Melara Crane,SPOUSE,Alester Florent,SPOUSE
Aerys I,SPOUSE,Aelinor Penrose,SPOUSE
Artos Stark,SPOUSE,Alys Karstark,SPOUSE
Johanna Lannister,SPOUSE,Jason Lannister,SPOUSE
Stannis Baratheon,SPOUSE,Selyse Florent,SPOUSE
Rhaegel Targaryen,SPOUSE,Alys Arryn,SPOUSE
Lucas Lothston,SPOUSE,Falena Stokeworth,SPOUSE
Petyr Frey,SPOUSE,Mylenda Caron,SPOUSE
Gareth Clifton,SPOUSE,Jeyne Farman,SPOUSE
Amerei Frey,SPOUSE,Lancel Lannister,SPOUSE
Arya Flint,SPOUSE,Rodrik Stark,SPOUSE
Theodore Tyrell,SPOUSE,Lia Serry,SPOUSE
Ryon Allyrion,SPOUSE,Ynys Yronwood,SPOUSE
Sharna,SPOUSE,Husband,SPOUSE
Ella Lannister,SPOUSE,Damon Lannister,SPOUSE
Walder Frey,SPOUSE,Perra Royce,SPOUSE
Maron Nymeros Martell,SPOUSE,Daenerys Targaryen,SPOUSE
Maekar I,SPOUSE,Dyanna Dayne,SPOUSE
Genna Lannister,SPOUSE,Emmon Frey,SPOUSE
Geremy Frey,SPOUSE,Carolei Waynwood,SPOUSE
Mace Tyrell,SPOUSE,Alerie Hightower,SPOUSE
Daenerys Targaryen,SPOUSE,Hizdahr zo Loraq,SPOUSE
Robb Stark,SPOUSE,Jeyne Westerling,SPOUSE
Olymer Tyrell,SPOUSE,Lysa Meadows,SPOUSE
Stevron Frey,SPOUSE,Corenna Swann,SPOUSE
Merrett Frey,SPOUSE,Mariya Darry,SPOUSE
Walder Frey,SPOUSE,Joyeuse Erenford,SPOUSE
Kevan Lannister,SPOUSE,Dorna Swyft,SPOUSE
Willam Dustin,SPOUSE,Barbrey Dustin,SPOUSE
Leonette Fossoway,SPOUSE,Garlan Tyrell,SPOUSE
Tya Lannister,SPOUSE,Gowen Baratheon,SPOUSE
Stevron Frey,SPOUSE,Marsella Waynwood,SPOUSE
Rhaegar Targaryen,SPOUSE,Elia Martell,SPOUSE
Paxter Redwyne,SPOUSE,Mina Tyrell,SPOUSE
Rylene Florent,SPOUSE,Rycherd Crane,SPOUSE
Minisa Whent,SPOUSE,Hoster Tully,SPOUSE
Mors Martell,SPOUSE,Nymeria,SPOUSE
Falyse Stokeworth,SPOUSE,Balman Byrch,SPOUSE
Walder Frey,SPOUSE,Cyrenna Swann,SPOUSE
Robyn Ryswell,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Arthur Dayne,ALLIED_WITH,House Dayne of Starfall,ALLIED_WITH
Elia Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Lucas Inchfield,ALLIED_WITH,House Inchfield,ALLIED_WITH
Eleanor Mooton,ALLIED_WITH,House Mooton of Maidenpool,ALLIED_WITH
Brynden Rivers,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Martyn Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Samwell Tarly,ALLIED_WITH,House Tarly of Horn Hill,ALLIED_WITH
Jon Hollard,ALLIED_WITH,House Hollard,ALLIED_WITH
Foss the Archer,ALLIED_WITH,House Fossoway of Cider Hall,ALLIED_WITH
Maegelle Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Kirth Vance,ALLIED_WITH,House Vance of Atranta,ALLIED_WITH
Amarei Crakehall,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Maric Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath,ALLIED_WITH
Gerold Grafton,ALLIED_WITH,House Grafton of Gulltown,ALLIED_WITH
Alysanne Farman,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Myles,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Gerris Drinkwater,ALLIED_WITH,House Drinkwater,ALLIED_WITH
Cayn,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Morgan Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Aemon Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Edric Dayne,ALLIED_WITH,House Dayne of Starfall,ALLIED_WITH
Aelinor Penrose,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Reznak mo Reznak,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Damon Vypren,ALLIED_WITH,House Vypren,ALLIED_WITH
Timoth,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Podrick Payne,ALLIED_WITH,House Payne,ALLIED_WITH
Anders Yronwood,ALLIED_WITH,House Yronwood of Yronwood,ALLIED_WITH
Peter Plumm,ALLIED_WITH,House Plumm,ALLIED_WITH
Cerrick,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Erren Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Aggar,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Harrold Hardyng,ALLIED_WITH,House Hardyng,ALLIED_WITH
Wat,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Godwyn,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Quickfinger,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Symon Stripeback,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Delonne Allyrion,ALLIED_WITH,House Allyrion of Godsgrace,ALLIED_WITH
Ysilla Royce,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
Tyrek Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Shiera Crakehall,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Lyonel Baratheon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Zachery Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Martyn Cassel,ALLIED_WITH,House Cassel,ALLIED_WITH
Uthor Tollett,ALLIED_WITH,House Tollett of the Grey Glen,ALLIED_WITH
Garth Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Artos Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Morya Frey,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Lymond Lychester,ALLIED_WITH,House Lychester,ALLIED_WITH
Gwayne Corbray,ALLIED_WITH,House Corbray of Heart's Home,ALLIED_WITH
Renly Baratheon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Gynir,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Falyse Stokeworth,ALLIED_WITH,House Stokeworth of Stokeworth,ALLIED_WITH
Arron Qorgyle,ALLIED_WITH,House Qorgyle of Sandstone,ALLIED_WITH
Dale Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath,ALLIED_WITH
Gwyneth Yronwood,ALLIED_WITH,House Yronwood of Yronwood,ALLIED_WITH
Melantha Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Barbara Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Samwell Stone,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
Brienne of Tarth,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Mors Manwoody,ALLIED_WITH,House Manwoody of Kingsgrave,ALLIED_WITH
Reynard Webber,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Alysanne Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Serala of Myr,ALLIED_WITH,House Darklyn of Duskendale,ALLIED_WITH
Alyn Estermont,ALLIED_WITH,House Estermont of Greenstone,ALLIED_WITH
Sansa Stark,ALLIED_WITH,House Baelish of Harrenhal,ALLIED_WITH
Selwyn Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Caleotte,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Jacks,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Ronald Storm,ALLIED_WITH,House Connington of Griffin's Roost,ALLIED_WITH
Willem Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Asha Greyjoy,ALLIED_WITH,House Ironmaker,ALLIED_WITH
Ronnel Stout,ALLIED_WITH,House Stout of Goldgrass,ALLIED_WITH
Lanna Lannister,ALLIED_WITH,House Jast,ALLIED_WITH
Perros Blackmont,ALLIED_WITH,House Blackmont of Blackmont,ALLIED_WITH
Walder Haigh,ALLIED_WITH,House Haigh,ALLIED_WITH
Maynard Plumm,ALLIED_WITH,House Plumm,ALLIED_WITH
Cragorn,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Lewys Piper,ALLIED_WITH,House Piper of Pinkmaiden,ALLIED_WITH
Perwyn Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Desmond Grell,ALLIED_WITH,House Grell,ALLIED_WITH
Denys Redwyne,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Symond Templeton,ALLIED_WITH,House Templeton,ALLIED_WITH
Bethany Redwyne,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Gascoyne,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Emphyria Vance,ALLIED_WITH,House Vance of Wayfarer's Rest,ALLIED_WITH
Luthor Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Mandon Moore,ALLIED_WITH,House Moore,ALLIED_WITH
Aubrey Ambrose,ALLIED_WITH,House Ambrose,ALLIED_WITH
Arnolf Karstark,ALLIED_WITH,House Karstark of Karhold,ALLIED_WITH
Gyles Grafton,ALLIED_WITH,House Grafton of Gulltown,ALLIED_WITH
Roose Bolton,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Alyn Ambrose,ALLIED_WITH,House Ambrose,ALLIED_WITH
Amabel,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Wylis Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Theo Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Beth Cassel,ALLIED_WITH,House Cassel,ALLIED_WITH
Jena Dondarrion,ALLIED_WITH,House Dondarrion of Blackhaven,ALLIED_WITH
Will,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Harys Swyft,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Tomard,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Joffrey Lonmouth,ALLIED_WITH,House Lonmouth,ALLIED_WITH
Rymolf,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Vardis Egen,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Otho Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Harys Haigh,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Antario Jast,ALLIED_WITH,House Jast,ALLIED_WITH
Alyn Connington,ALLIED_WITH,House Connington of Griffin's Roost,ALLIED_WITH
Lord Ashford,ALLIED_WITH,House Ashford of Ashford,ALLIED_WITH
Mace Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Walda Rivers,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Serra Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Ned Woods,ALLIED_WITH,House Woods,ALLIED_WITH
Jaehaera Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Bryen Caron,ALLIED_WITH,House Caron of Nightsong,ALLIED_WITH
Alysanne Hightower,ALLIED_WITH,House Ambrose,ALLIED_WITH
Creighton Redfort,ALLIED_WITH,House Redfort of Redfort,ALLIED_WITH
Matthos Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath,ALLIED_WITH
Quentyn Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Delp,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Owen Norrey,ALLIED_WITH,House Norrey,ALLIED_WITH
Poxy Tym,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Della Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Medger Cerwyn,ALLIED_WITH,House Cerwyn of Cerwyn,ALLIED_WITH
Ben,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Hendry Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Alannys Harlaw,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Jack Musgood,ALLIED_WITH,House Musgood,ALLIED_WITH
Amory Lorch,ALLIED_WITH,House Lorch,ALLIED_WITH
Donnel Waynwood,ALLIED_WITH,House Waynwood of Ironoaks,ALLIED_WITH
Willem Darry,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Deana Hardyng,ALLIED_WITH,House Hardyng,ALLIED_WITH
Roelle,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Alyssa Blackwood,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Barth,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Morgil Hastwyck,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Rhea Florent,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Mychel Redfort,ALLIED_WITH,House Redfort of Redfort,ALLIED_WITH
Gilbert of the Vines,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Roslin Frey,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
The Sparr,ALLIED_WITH,House Sparr of Great Wyk,ALLIED_WITH
Delena Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Tygett Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Rolland Longthorpe,ALLIED_WITH,House Longthorpe of Longsister,ALLIED_WITH
Karyl Vance,ALLIED_WITH,House Vance of Wayfarer's Rest,ALLIED_WITH
Tywin Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Willam Wythers,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Janyce Hunter,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Alesander Staedmon,ALLIED_WITH,House Staedmon of Broad Arch,ALLIED_WITH
Mushroom,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Quent,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Dorna Swyft,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Lyman Darry,ALLIED_WITH,House Darry of Darry,ALLIED_WITH
Jammos Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Sarya Whent,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Terrence Kenning,ALLIED_WITH,House Kenning of Kayce,ALLIED_WITH
Addam Osgrey,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Maelys I Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Luton,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Jeyne Poole,ALLIED_WITH,House Poole,ALLIED_WITH
Roger Hogg,ALLIED_WITH,House Hogg of Sow's Horn,ALLIED_WITH
Willas Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Ceryse Hightower,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Mathis Rowan,ALLIED_WITH,House Rowan of Goldengrove,ALLIED_WITH
Quenton Qoherys,ALLIED_WITH,House Qoherys of Harrenhal,ALLIED_WITH
Mudge,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Cerissa Brax,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Alannys Harlaw,ALLIED_WITH,House Harlaw of Harlaw,ALLIED_WITH
Lyn Corbray,ALLIED_WITH,House Corbray of Heart's Home,ALLIED_WITH
Lia Serry,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Harwood Fell,ALLIED_WITH,House Fell of Felwood,ALLIED_WITH
Triston Sunderland,ALLIED_WITH,House Sunderland of the Three Sisters,ALLIED_WITH
Ermesande Hayford,ALLIED_WITH,House Hayford of Hayford,ALLIED_WITH
Myles Manwoody,ALLIED_WITH,House Manwoody of Kingsgrave,ALLIED_WITH
Dorcas,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Wex Pyke,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Ben Bushy,ALLIED_WITH,House Bushy,ALLIED_WITH
Deziel Dalt,ALLIED_WITH,House Dalt of Lemonwood,ALLIED_WITH
Willis Fell,ALLIED_WITH,House Fell of Felwood,ALLIED_WITH
Syrio Forel,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Galbart Glover,ALLIED_WITH,House Glover of Deepwood Motte,ALLIED_WITH
Lysa Meadows,ALLIED_WITH,House Meadows of Grassy Vale,ALLIED_WITH
Meera Reed,ALLIED_WITH,House Reed of Greywater Watch,ALLIED_WITH
Mellara Rivers,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Sallei Paege,ALLIED_WITH,House Paege,ALLIED_WITH
Baelor Blacktyde,ALLIED_WITH,House Blacktyde of Blacktyde,ALLIED_WITH
Jonos Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Olene Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Leona Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Benfred Tallhart,ALLIED_WITH,House Tallhart of Torrhen's Square,ALLIED_WITH
The Tickler,ALLIED_WITH,House Clegane,ALLIED_WITH
Brandon Tallhart,ALLIED_WITH,House Tallhart of Torrhen's Square,ALLIED_WITH
Burton Crakehall,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Lucas Nayland,ALLIED_WITH,House Nayland of Hag's Mire,ALLIED_WITH
Roryn Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Tommard Heddle,ALLIED_WITH,House Heddle,ALLIED_WITH
Daegon Shepherd,ALLIED_WITH,House Shepherd,ALLIED_WITH
Clarence Crabb,ALLIED_WITH,House Crabb,ALLIED_WITH
Olyvar Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Lem,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Darla Deddings,ALLIED_WITH,House Deddings,ALLIED_WITH
Clayton Suggs,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Rodrik Greyjoy,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Mallor,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Quellon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Mortimer Boggs,ALLIED_WITH,House Boggs of Crackclaw Point,ALLIED_WITH
Jorgen,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Lucas Corbray,ALLIED_WITH,House Corbray of Heart's Home,ALLIED_WITH
Tybolt Crakehall,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Nute,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Medgar Tully,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Rolland Storm,ALLIED_WITH,House Caron of Nightsong,ALLIED_WITH
Rhea Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Bryan Fossoway,ALLIED_WITH,House Fossoway of Cider Hall,ALLIED_WITH
Philip Plumm,ALLIED_WITH,House Plumm,ALLIED_WITH
Mellario,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Roslin Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Lyonel Strong,ALLIED_WITH,House Strong of Harrenhal,ALLIED_WITH
Dake,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Jhiqui,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Corliss Penny,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Symon Hollard,ALLIED_WITH,House Hollard,ALLIED_WITH
Garth Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Edwyn Osgrey,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Harwood Stout,ALLIED_WITH,House Dustin of Barrowton,ALLIED_WITH
Dyanna Dayne,ALLIED_WITH,House Dayne of Starfall,ALLIED_WITH
Tyrion Tanner,ALLIED_WITH,House Stokeworth of Stokeworth,ALLIED_WITH
Kevan Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Larys Strong,ALLIED_WITH,House Strong of Harrenhal,ALLIED_WITH
Damon Marbrand,ALLIED_WITH,House Marbrand of Ashemark,ALLIED_WITH
Steffon Baratheon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Alyssa Velaryon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Matarys Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Yorkel,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Lum,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Missandei,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Jeyne Westerling,ALLIED_WITH,House Westerling of the Crag,ALLIED_WITH
Oswell Whent,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Corenna Swann,ALLIED_WITH,House Swann of Stonehelm,ALLIED_WITH
Jeyne,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Perra Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Sylwa Paege,ALLIED_WITH,House Paege,ALLIED_WITH
Alekyne Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Daenora Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
