Column1,Column2,Column3,label
House Fossoway of New Barrel,LED_BY,Jon Fossoway,LED_BY
House Wylde of Rain House,LED_BY,Casper Wylde,LED_BY
House Ironmaker,LED_BY,Erik Ironmaker,LED_BY
House Lynderly of the Snakewood,LED_BY,Jon Lynderly,LED_BY
House Belmore of Strongsong,LED_BY,Benedar Belmore,LED_BY
House Harlaw of Grey Garden,LED_BY,Harras Harlaw,LED_BY
House Santagar of Spottswood,LED_BY,Symon Santagar,LED_BY
House Foote of Nightsong,LED_BY,Philip Foote,LED_BY
House Ruttiger,LED_BY,Raynard Ruttiger,LED_BY
House Swann of Stonehelm,LED_BY,Gulian Swann,LED_BY
House Chester of Greenshield,LED_BY,Moribald Chester,LED_BY
House Mullendore of Uplands,LED_BY,Martyn Mullendore,LED_BY
House Harlaw of Harlaw Hall,LED_BY,Sigfryd Harlaw,LED_BY
House Grimm of Greyshield,LED_BY,Guthor Grimm,LED_BY
House Connington of Griffin's Roost,LED_BY,Jon Connington,LED_BY
House Vance of Atranta,LED_BY,Norbert Vance,LED_BY
House Norrey,LED_BY,Brandon Norrey,LED_BY
House Paege,LED_BY,Halmon Paege,LED_BY
House Brax of Hornvale,LED_BY,Tytos Brax,LED_BY
House Tyrell of Brightwater Keep,LED_BY,Garlan Tyrell,LED_BY
House Saltcliffe of Saltcliffe,LED_BY,Donnor Saltcliffe,LED_BY
House Brune of Brownhollow,LED_BY,Bennard Brune,LED_BY
House Tyrell of Highgarden,LED_BY,Mace Tyrell,LED_BY
House Serry of Southshield,LED_BY,Osbert Serry,LED_BY
House Jast,LED_BY,Antario Jast,LED_BY
House Drumm of Old Wyk,LED_BY,Dunstan Drumm,LED_BY
House Yronwood of Yronwood,LED_BY,Anders Yronwood,LED_BY
House Buckler of Bronzegate,LED_BY,Ralph Buckler,LED_BY
House Smallwood of Acorn Hall,LED_BY,Theomar Smallwood,LED_BY
House Tarth of Evenfall Hall,LED_BY,Selwyn Tarth,LED_BY
House Sunderland of the Three Sisters,LED_BY,Triston Sunderland,LED_BY
House Glover of Deepwood Motte,LED_BY,Galbart Glover,LED_BY
House Grandison of Grandview,LED_BY,Hugh Grandison,LED_BY
Jared Frey,SPOUSE,Alys Frey,SPOUSE
Luthor Tyrell,SPOUSE,Elyn Norridge,SPOUSE
Eleanor Mooton,SPOUSE,Dickon Tarly,SPOUSE
Tyana Wylde,SPOUSE,Aenys Frey,SPOUSE
Betharios,SPOUSE,Symond Frey,SPOUSE
Kiera of Tyrosh,SPOUSE,Valarr Targaryen,SPOUSE
Naerys Targaryen,SPOUSE,Aegon IV,SPOUSE
Willam Stark,SPOUSE,Melantha Blackwood,SPOUSE
Larra Rogare,SPOUSE,Viserys II,SPOUSE
Rhaella Targaryen,SPOUSE,Aerys II,SPOUSE
Rodwell Stark,SPOUSE,Myriame Manderly,SPOUSE
Marya Seaworth,SPOUSE,Davos Seaworth,SPOUSE
Sigorn,SPOUSE,Alys Karstark,SPOUSE
Arthur Ambrose,SPOUSE,Alysanne Hightower,SPOUSE
Drogo,SPOUSE,Daenerys Targaryen,SPOUSE
Desmond Redwyne,SPOUSE,Denyse Hightower,SPOUSE
Baela Targaryen,SPOUSE,Alyn Velaryon,SPOUSE
Kyra Frey,SPOUSE,Garse Goodbrook,SPOUSE
Illyrio's first wife,SPOUSE,Illyrio Mopatis,SPOUSE
Rodrik Arryn,SPOUSE,Daella Targaryen,SPOUSE
Rhea Florent,SPOUSE,Leyton Hightower,SPOUSE
Sybelle Glover,SPOUSE,Robett Glover,SPOUSE
Rohanne Webber,SPOUSE,Eustace Osgrey,SPOUSE
Shaera Targaryen,SPOUSE,Jaehaerys II,SPOUSE
Olenna Redwyne,SPOUSE,Luthor Tyrell,SPOUSE
Lorra Royce,SPOUSE,Beron Stark,SPOUSE
Raymund Frey,SPOUSE,Beony Beesbury,SPOUSE
Dalla,SPOUSE,Mance Rayder,SPOUSE
Stevron Frey,SPOUSE,Jeyne Lydden,SPOUSE
Viserys I,SPOUSE,Aemma Arryn,SPOUSE
Walder Frey,SPOUSE,Alyssa Blackwood,SPOUSE
Elys Waynwood,SPOUSE,Alys Arryn,SPOUSE
Craster,SPOUSE,Ferny,SPOUSE
Oberyn Nymeros Martell,SPOUSE,Ellaria Sand,SPOUSE
Jyana,SPOUSE,Howland Reed,SPOUSE
Lythene Frey,SPOUSE,Lucias Vypren,SPOUSE
Donella Hornwood,SPOUSE,Ramsay Snow,SPOUSE
Randyll Tarly,SPOUSE,Melessa Florent,SPOUSE
Titus Peake,SPOUSE,Margot Lannister,SPOUSE
Rickard Ryswell,ALLIED_WITH,House Ryswell of the Rills,ALLIED_WITH
Meredyth Crane,ALLIED_WITH,House Crane of Red Lake,ALLIED_WITH
Ormond Yronwood,ALLIED_WITH,House Yronwood of Yronwood,ALLIED_WITH
Skahaz mo Kandaq,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Sylva Santagar,ALLIED_WITH,House Santagar of Spottswood,ALLIED_WITH
Rhaena Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Melessa Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Lyanna Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Herrock Kenning,ALLIED_WITH,House Kenning of Harlaw,ALLIED_WITH
Laenor Velaryon.,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Maege Mormont,ALLIED_WITH,House Mormont of Bear Island,ALLIED_WITH
Jeyne Royce,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Hugh,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Shella Whent,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Ryam Redwyne,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Butterbumps,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Argella Durrandon,ALLIED_WITH,House Durrandon,ALLIED_WITH
Bennis,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Sylva Santagar,ALLIED_WITH,House Estermont of Greenstone,ALLIED_WITH
Romny Weaver,ALLIED_WITH,House Weaver,ALLIED_WITH
Arianne Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Laenor Velaryon.,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Forley Prester,ALLIED_WITH,House Prester of Feastfires,ALLIED_WITH
Tytos Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Alerie Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Lyarra Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Erryk,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Alliser Thorne,ALLIED_WITH,House Thorne,ALLIED_WITH
Harrion Karstark,ALLIED_WITH,House Karstark of Karhold,ALLIED_WITH
Alyssa Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Elbert Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Denys Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Tya Lannister,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Devan Seaworth,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Steffon Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Mariah Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Kyra,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Tommard Heddle,ALLIED_WITH,House Butterwell,ALLIED_WITH
Kurleket,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Elyana Vypren,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Sawane Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Elwood,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Skittrick,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Casper Wylde,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Tanda Stokeworth,ALLIED_WITH,House Stokeworth of Stokeworth,ALLIED_WITH
Jon Connington,ALLIED_WITH,House Connington of Griffin's Roost,ALLIED_WITH
Lysa Meadows,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Godric Borrell,ALLIED_WITH,House Borrell of Sweetsister,ALLIED_WITH
Lucas Inchfield,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Philip Foote,ALLIED_WITH,House Foote of Nightsong,ALLIED_WITH
Ronald Connington,ALLIED_WITH,House Connington of Griffin's Roost,ALLIED_WITH
Cersei Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Arys Oakheart,ALLIED_WITH,House Oakheart of Old Oak,ALLIED_WITH
Cersei Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Randyll Tarly,ALLIED_WITH,House Tarly of Horn Hill,ALLIED_WITH
Elyana Vypren,ALLIED_WITH,House Vypren,ALLIED_WITH
Jon Umber,ALLIED_WITH,House Umber of the Last Hearth,ALLIED_WITH
Wynton Stout,ALLIED_WITH,House Stout of Goldgrass,ALLIED_WITH
Addam Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Orys Baratheon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Alyssa Velaryon,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Wylla Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Wendel Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Cassana Estermont,ALLIED_WITH,House Estermont of Greenstone,ALLIED_WITH
Myriame Manderly,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Catelyn Stark,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Morros Slynt,ALLIED_WITH,House Slynt of Harrenhal,ALLIED_WITH
Dick,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Lord Staunton,ALLIED_WITH,House Staunton of Rook's Rest,ALLIED_WITH
Leona Woolfield,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Humfrey Clifton,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Lucas Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Bennarion Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Kyra Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Tanton Fossoway,ALLIED_WITH,House Fossoway of Cider Hall,ALLIED_WITH
Tywin Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Cletus Yronwood,ALLIED_WITH,House Yronwood of Yronwood,ALLIED_WITH
Lollys Stokeworth,ALLIED_WITH,House Stokeworth of Stokeworth,ALLIED_WITH
Daenerys Targaryen,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Humfrey Beesbury,ALLIED_WITH,House Beesbury of Honeyholt,ALLIED_WITH
Olenna Redwyne,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Humfrey Hardyng,ALLIED_WITH,House Hardyng,ALLIED_WITH
Byron,ALLIED_WITH,House Baelish of the Fingers,ALLIED_WITH
Wallace Waynwood,ALLIED_WITH,House Waynwood of Ironoaks,ALLIED_WITH
Rodrik Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Minisa Whent,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Runcel Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Ellery Vance,ALLIED_WITH,House Vance of Atranta,ALLIED_WITH
Walder Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Bennard Brune,ALLIED_WITH,House Brune of Brownhollow,ALLIED_WITH
Donnel Swann,ALLIED_WITH,House Swann of Stonehelm,ALLIED_WITH
Selyse Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Humfrey Swyft,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Stannis Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath,ALLIED_WITH
Dagmer,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Willis Wode,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Walder Goodbrook,ALLIED_WITH,House Goodbrook,ALLIED_WITH
Jeyne Goodbrook,ALLIED_WITH,House Goodbrook,ALLIED_WITH
Alester Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Qarl Kenning,ALLIED_WITH,House Kenning of Harlaw,ALLIED_WITH
Laena Velaryon,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Wendell Webber,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Barba Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Manfryd Lothston,ALLIED_WITH,House Lothston of Harrenhal,ALLIED_WITH
Ellyn Ever Sweet,ALLIED_WITH,House Beesbury of Honeyholt,ALLIED_WITH
Marna Locke,ALLIED_WITH,House Locke of Oldcastle,ALLIED_WITH
Sylwa Paege,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Jeyne Marbrand,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Pycelle,ALLIED_WITH,House Baratheon of King's Landing,ALLIED_WITH
Brienne of Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Qarlton Chelsted,ALLIED_WITH,House Chelsted,ALLIED_WITH
John the Oak,ALLIED_WITH,House Oakheart of Old Oak,ALLIED_WITH
Cyrenna Swann,ALLIED_WITH,House Swann of Stonehelm,ALLIED_WITH
Norne Goodbrother,ALLIED_WITH,House Goodbrother of Shatterstone,ALLIED_WITH
Maron Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Yohn Royce,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
Cerissa Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Dake,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Ardrian Celtigar,ALLIED_WITH,House Celtigar of Claw Isle,ALLIED_WITH
Mikken,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Beren Tallhart,ALLIED_WITH,House Tallhart of Torrhen's Square,ALLIED_WITH
Jorah Mormont,ALLIED_WITH,House Mormont of Bear Island,ALLIED_WITH
Yohn Farwynd,ALLIED_WITH,House Farwynd of the Lonely Light,ALLIED_WITH
Amerei Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Red Lamb,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Barra,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Alyssa Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Gulian Qorgyle,ALLIED_WITH,House Qorgyle of Sandstone,ALLIED_WITH
Walder Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Donnor Saltcliffe,ALLIED_WITH,House Saltcliffe of Saltcliffe,ALLIED_WITH
Bethany Redwyne,ALLIED_WITH,House Rowan of Goldengrove,ALLIED_WITH
Illyrio Mopatis,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Maron Greyjoy,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Lewys,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Calla Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Ormund Wylde,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Moon Boy,ALLIED_WITH,House Baratheon of King's Landing,ALLIED_WITH
Dyanna Dayne,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Ben,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Lorra Royce,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Luwin,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Regenard Estren,ALLIED_WITH,House Estren of Wyndhall,ALLIED_WITH
Jyck,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Archibald Yronwood,ALLIED_WITH,House Yronwood of Yronwood,ALLIED_WITH
Rhaegar Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Cleyton Caswell,ALLIED_WITH,House Caswell of Bitterbridge,ALLIED_WITH
Trystane Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Betharios,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Shiera Seastar,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Lucas Roote,ALLIED_WITH,House Roote of Lord Harroway's Town,ALLIED_WITH
Alyx Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Willem Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Simon Staunton,ALLIED_WITH,House Staunton of Rook's Rest,ALLIED_WITH
Eden Risley,ALLIED_WITH,House Risley,ALLIED_WITH
Vayon Poole,ALLIED_WITH,House Poole,ALLIED_WITH
Salladhor Saan,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Stygg,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Gerold Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Morra,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Aron Santagar,ALLIED_WITH,House Santagar of Spottswood,ALLIED_WITH
Amerei Frey,ALLIED_WITH,House Lannister of Darry,ALLIED_WITH
Larence Snow,ALLIED_WITH,House Hornwood of Hornwood,ALLIED_WITH
Carolei Waynwood,ALLIED_WITH,House Waynwood of Ironoaks,ALLIED_WITH
Zia Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Lorimer,ALLIED_WITH,House Lefford of the Golden Tooth,ALLIED_WITH
Gregor Clegane,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Rylene Florent,ALLIED_WITH,House Crane of Red Lake,ALLIED_WITH
Rhonda Rowan,ALLIED_WITH,House Rowan of Goldengrove,ALLIED_WITH
Garse Goodbrook,ALLIED_WITH,House Goodbrook,ALLIED_WITH
Willem Wylde,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Valarr Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Darlessa Marbrand,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Rohanne Webber,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Murmison,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Harbert Paege,ALLIED_WITH,House Paege,ALLIED_WITH
Nan,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Godry Farring,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Alys Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Gerold Dayne,ALLIED_WITH,House Dayne of High Hermitage,ALLIED_WITH
Walder Rivers,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Franklyn Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Shirei Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Helya,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Andros Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Mohor,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Harwyn Plumm,ALLIED_WITH,House Plumm,ALLIED_WITH
Edmyn Tully,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Argrave the Defiant,ALLIED_WITH,House Butterwell,ALLIED_WITH
Alester Norcross,ALLIED_WITH,House Norcross,ALLIED_WITH
Symond Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Teora Kyndall,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Jhogo,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Elinor Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Osmund Kettleblack,ALLIED_WITH,House Kettleblack,ALLIED_WITH
Horton Redfort,ALLIED_WITH,House Redfort of Redfort,ALLIED_WITH
Janos Slynt,ALLIED_WITH,House Slynt of Harrenhal,ALLIED_WITH
Preston Greenfield,ALLIED_WITH,House Greenfield of Greenfield,ALLIED_WITH
Myles Mooton,ALLIED_WITH,House Mooton of Maidenpool,ALLIED_WITH
Arthor Karstark,ALLIED_WITH,House Karstark of Karhold,ALLIED_WITH
Gowen Baratheon,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Corenna Swann,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Androw Ashford,ALLIED_WITH,House Ashford of Ashford,ALLIED_WITH
Rhaenyra Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Steffon Stackspear,ALLIED_WITH,House Stackspear,ALLIED_WITH
Varly,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Jaime Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Endrew Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Gawen Glover,ALLIED_WITH,House Glover of Deepwood Motte,ALLIED_WITH
Paxter Redwyne,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Morgarth,ALLIED_WITH,House Baelish of the Fingers,ALLIED_WITH
Rolland Uffering,ALLIED_WITH,House Uffering,ALLIED_WITH
Delena Florent,ALLIED_WITH,House Norcross,ALLIED_WITH
Arra Norrey,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Robin Hollard,ALLIED_WITH,House Hollard,ALLIED_WITH
Hoster Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Squint,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Alyn Tarbeck,ALLIED_WITH,House Tarbeck of Tarbeck Hall,ALLIED_WITH
Lewys Lydden,ALLIED_WITH,House Lydden of Deep Den,ALLIED_WITH
Beony Beesbury,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Willam Wythers,ALLIED_WITH,House Wythers,ALLIED_WITH
Alebelly,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Carrot,ALLIED_WITH,House Royce of the Gates of the Moon,ALLIED_WITH
Alysanne Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Jaehaerys Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Rolly Duckfield,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Wilbert Osgrey,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Daemon II Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Jeffory Norcross,ALLIED_WITH,House Norcross,ALLIED_WITH
Alysanne Lefford,ALLIED_WITH,House Lefford of the Golden Tooth,ALLIED_WITH
Senelle,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Aegon Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Berena Hornwood,ALLIED_WITH,House Hornwood of Hornwood,ALLIED_WITH
Gwayne Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Ronald Vance,ALLIED_WITH,House Vance of Atranta,ALLIED_WITH
Liane Vance,ALLIED_WITH,House Vance of Wayfarer's Rest,ALLIED_WITH
Moribald Chester,ALLIED_WITH,House Chester of Greenshield,ALLIED_WITH
Three-Tooth,ALLIED_WITH,House Harlaw of Harlaw,ALLIED_WITH
Denys Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Mela,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Jeyne Lydden,ALLIED_WITH,House Lydden of Deep Den,ALLIED_WITH
Jothos Slynt,ALLIED_WITH,House Slynt of Harrenhal,ALLIED_WITH
Jayne Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Manfred Dondarrion,ALLIED_WITH,House Dondarrion of Blackhaven,ALLIED_WITH
Lucan,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
