Column1,Column2,Column3,label
House Toland of Ghost Hill,LED_BY,Nymella Toland,LED_BY
House Stonehouse of Old Wyk,LED_BY,The Stonehouse,LED_BY
House Borrell of Sweetsister,LED_BY,Godric Borrell,LED_BY
House Hogg of Sow's Horn,LED_BY,Roger Hogg,LED_BY
House Dustin of Barrowton,LED_BY,Barbrey Dustin,LED_BY
House Plumm,LED_BY,Philip Plumm,LED_BY
House Botley of Lordsport,LED_BY,Germund Botley,LED_BY
House Harlaw of Harridan Hill,LED_BY,Boremund Harlaw,LED_BY
House Kenning of Kayce,LED_BY,Terrence Kenning,LED_BY
House Spicer of Castamere,LED_BY,Rolph Spicer,LED_BY
House Brune of the Dyre Den,LED_BY,Eustace Brune,LED_BY
House Longthorpe of Longsister,LED_BY,Rolland Longthorpe,LED_BY
House Hewett of Oakenshield,LED_BY,Humfrey Hewett,LED_BY
House Templeton,LED_BY,Symond Templeton,LED_BY
House Morrigen of Crow's Nest,LED_BY,Lester Morrigen,LED_BY
House Lorch,LED_BY,Lorent Lorch,LED_BY
House Merryweather of Longtable,LED_BY,Orton Merryweather,LED_BY
House Waynwood of Ironoaks,LED_BY,Anya Waynwood,LED_BY
House Caron of Nightsong,LED_BY,Rolland Storm,LED_BY
House Baratheon of King's Landing,LED_BY,Tommen Baratheon,LED_BY
House Harlaw of Harlaw,LED_BY,Rodrik Harlaw,LED_BY
House Baratheon of Storm's End,LED_BY,Tommen Baratheon,LED_BY
House Greenfield of Greenfield,LED_BY,Garth Greenfield,LED_BY
Illyrio Mopatis,SPOUSE,Serra,SPOUSE
Morya Frey,SPOUSE,Flement Brax,SPOUSE
Jaehaera Targaryen,SPOUSE,Aegon III,SPOUSE
Robert I Baratheon,SPOUSE,Cersei Lannister,SPOUSE
Wynafrei Whent,SPOUSE,Danwell Frey,SPOUSE
Victaria Tyrell,SPOUSE,Jon Bulwer,SPOUSE
Jon Arryn,SPOUSE,Lysa Arryn,SPOUSE
Lanna Lannister,SPOUSE,Antario Jast,SPOUSE
Roose Bolton,SPOUSE,Bethany Bolton,SPOUSE
Edmyn Tully,SPOUSE,Quenton Qoherys,SPOUSE
Jena Dondarrion,SPOUSE,Baelor Targaryen,SPOUSE
Daena Targaryen,SPOUSE,Baelor I,SPOUSE
Rohanne Webber,SPOUSE,Simon Staunton,SPOUSE
Roose Bolton,SPOUSE,Walda Frey,SPOUSE
Tygett Lannister,SPOUSE,Darlessa Marbrand,SPOUSE
Jon Wylde,SPOUSE,Elyana Vypren,SPOUSE
Walder Frey,SPOUSE,Amarei Crakehall,SPOUSE
Renly Baratheon,SPOUSE,Margaery Tyrell,SPOUSE
Mellario,SPOUSE,Doran Martell,SPOUSE
Erik Ironmaker,SPOUSE,Asha Greyjoy,SPOUSE
Stafford Lannister,SPOUSE,Myranda Lefford,SPOUSE
Gerold Lannister,SPOUSE,Alysanne Farman,SPOUSE
Alyssa Velaryon,SPOUSE,Aenys I,SPOUSE
Mariah Martell,SPOUSE,Daeron II,SPOUSE
Melesa Crakehall,SPOUSE,Lyonel Frey,SPOUSE
Rohanne Webber,SPOUSE,Rolland Uffering,SPOUSE
Maris the Maid,SPOUSE,Uthor of the High Tower,SPOUSE
Olene Tyrell,SPOUSE,Leo Blackbar,SPOUSE
Jyanna Frey,SPOUSE,Benfrey Frey,SPOUSE
Walder Frey,SPOUSE,Sarya Whent,SPOUSE
Janyce Hunter,SPOUSE,Edwyn Frey,SPOUSE
Whalen Frey,SPOUSE,Sylwa Paege,SPOUSE
Eddard Stark,SPOUSE,Catelyn Stark,SPOUSE
Cleos Frey,SPOUSE,Jeyne Darry,SPOUSE
Nissa Nissa,SPOUSE,Azor Ahai,SPOUSE
Walton Frey,SPOUSE,Deana Hardyng,SPOUSE
Teora Kyndall,SPOUSE,Tybolt Lannister,SPOUSE
Ysilla,SPOUSE,Yandry,SPOUSE
Jeyne Fossoway,SPOUSE,Gunthor Hightower,SPOUSE
Tytos Lannister,SPOUSE,Jeyne Marbrand,SPOUSE
Jeyne Marbrand,ALLIED_WITH,House Marbrand of Ashemark,ALLIED_WITH
Arianne Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Joseth Mallister,ALLIED_WITH,House Mallister of Seagard,ALLIED_WITH
Gysella Goodbrother,ALLIED_WITH,House Goodbrother of Hammerhorn,ALLIED_WITH
Areo Hotah,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Hooded Man,ALLIED_WITH,House Banefort of Banefort,ALLIED_WITH
Quincy Cox,ALLIED_WITH,House Cox of Saltpans,ALLIED_WITH
Cafferen,ALLIED_WITH,House Cafferen of Fawnton,ALLIED_WITH
Jeyne Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Ragnor Pyke,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Sigrin,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Garlan Tyrell,ALLIED_WITH,House Tyrell of Brightwater Keep,ALLIED_WITH
Bluetooth,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Velaena Velaryon,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Clifford Conklyn,ALLIED_WITH,House Conklyn,ALLIED_WITH
Ryger Rivers,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Alyn Cockshaw,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Aegon Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Petyr Baelish,ALLIED_WITH,House Baelish of the Fingers,ALLIED_WITH
Rhaego,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Halmon Paege,ALLIED_WITH,House Paege,ALLIED_WITH
Bayard Norcross,ALLIED_WITH,House Norcross,ALLIED_WITH
Lord Caswell,ALLIED_WITH,House Caswell of Bitterbridge,ALLIED_WITH
Rhialta Vance,ALLIED_WITH,House Vance of Wayfarer's Rest,ALLIED_WITH
Gwin Goodbrother,ALLIED_WITH,House Goodbrother of Hammerhorn,ALLIED_WITH
Jon Lynderly,ALLIED_WITH,House Lynderly of the Snakewood,ALLIED_WITH
Sandor Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Lucion Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Ryman Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Jaime Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Theomar Smallwood,ALLIED_WITH,House Smallwood of Acorn Hall,ALLIED_WITH
Rolder,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Bandy,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Richard Lonmouth,ALLIED_WITH,House Lonmouth,ALLIED_WITH
Allard Seaworth,ALLIED_WITH,House Seaworth of Cape Wrath,ALLIED_WITH
Morrec,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Humfrey Hewett,ALLIED_WITH,House Hewett of Oakenshield,ALLIED_WITH
Mary Mertyns,ALLIED_WITH,House Mertyns of Mistwood,ALLIED_WITH
Cedrik Storm,ALLIED_WITH,House Buckler of Bronzegate,ALLIED_WITH
Gregor Clegane,ALLIED_WITH,House Clegane,ALLIED_WITH
Lucos Chyttering,ALLIED_WITH,House Chyttering,ALLIED_WITH
Sumner Crakehall,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Jeor Mormont,ALLIED_WITH,House Mormont of Bear Island,ALLIED_WITH
Ballabar,ALLIED_WITH,House Redwyne of the Arbor,ALLIED_WITH
Guyard Morrigen,ALLIED_WITH,House Morrigen of Crow's Nest,ALLIED_WITH
Galladon Tarth,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Elwood Meadows,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Balon Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Elaena Targaryen,ALLIED_WITH,House Penrose of Parchments,ALLIED_WITH
Glendon Hewett,ALLIED_WITH,House Hewett of Oakenshield,ALLIED_WITH
Rolland Storm,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Tyana Wylde,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Elmar Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Colin Florent,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Theodan Wells,ALLIED_WITH,House Wells,ALLIED_WITH
Shyra Errol,ALLIED_WITH,House Errol of Haystack Hall,ALLIED_WITH
Jeyne Farman,ALLIED_WITH,House Farman of Faircastle,ALLIED_WITH
Cadwyn,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Becca,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Marsella Waynwood,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Tyta Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Robert Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Theodore Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Alesandor Torrent,ALLIED_WITH,House Torrent of Littlesister,ALLIED_WITH
Shierle Swyft,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Bethany Bracken,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Edwyd Fossoway,ALLIED_WITH,House Fossoway of Cider Hall,ALLIED_WITH
Brynden Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Raymun Darry,ALLIED_WITH,House Darry of Darry,ALLIED_WITH
Ryella Royce,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Humfrey Clifton,ALLIED_WITH,House Clifton,ALLIED_WITH
Tymor,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Lester,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Yandry,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Hugh Grandison,ALLIED_WITH,House Grandison of Grandview,ALLIED_WITH
Lyanna Mormont,ALLIED_WITH,House Mormont of Bear Island,ALLIED_WITH
Harry Strickland,ALLIED_WITH,House Strickland,ALLIED_WITH
Merrett Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Joy Hill,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Cerenna Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Hugo Vance,ALLIED_WITH,House Vance of Atranta,ALLIED_WITH
Triston,ALLIED_WITH,House Sunglass of Sweetport Sound,ALLIED_WITH
Visenya Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Margot Lannister,ALLIED_WITH,House Peake of Starpike,ALLIED_WITH
Richard Horpe,ALLIED_WITH,House Horpe,ALLIED_WITH
Emmon Frey,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Rupert Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Tristan Mudd,ALLIED_WITH,House Mudd of Oldstones,ALLIED_WITH
Morya Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Barristan Selmy,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Edwyle Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Lothar Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Rodrik Harlaw,ALLIED_WITH,House Harlaw of Harlaw,ALLIED_WITH
Bellena Hawick,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Igon Vyrwel,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Gladden Wylde,ALLIED_WITH,House Wylde of Rain House,ALLIED_WITH
Tommard Heddle,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Aemon Rivers,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Wyman Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Sebastion Errol,ALLIED_WITH,House Errol of Haystack Hall,ALLIED_WITH
Hosteen Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Harrag Sharp,ALLIED_WITH,House Sharp,ALLIED_WITH
Heke,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Hallis Mollen,ALLIED_WITH,House Mollen,ALLIED_WITH
Ottyn Wythers,ALLIED_WITH,House Wythers,ALLIED_WITH
Alyssa Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Myranda Lefford,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Daemon Sand,ALLIED_WITH,House Allyrion of Godsgrace,ALLIED_WITH
Jason Lannister,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Alysanne Osgrey,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Chiswyck,ALLIED_WITH,House Clegane,ALLIED_WITH
Lewyn Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Alesander Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Manfryd Yew,ALLIED_WITH,House Yew,ALLIED_WITH
Jeyne Royce,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
Leyton Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Quentin Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Clement Piper,ALLIED_WITH,House Piper of Pinkmaiden,ALLIED_WITH
Ralf Kenning,ALLIED_WITH,House Kenning of Harlaw,ALLIED_WITH
Dunstan Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Jonnel Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Umfred,ALLIED_WITH,House Baelish of the Fingers,ALLIED_WITH
Ravella Swann,ALLIED_WITH,House Smallwood of Acorn Hall,ALLIED_WITH
Rohanne Webber,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Marna Locke,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Victor Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Janna Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Alyn Velaryon,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Qorgyle,ALLIED_WITH,House Qorgyle of Sandstone,ALLIED_WITH
Pia,ALLIED_WITH,House Whent of Harrenhal,ALLIED_WITH
Cleos Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Aegon Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Urrigon Greyjoy,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Ilyn Payne,ALLIED_WITH,House Payne,ALLIED_WITH
Lyessa Flint,ALLIED_WITH,House Flint of Widow's Watch,ALLIED_WITH
Harlan Hunter,ALLIED_WITH,House Hunter of Longbow Hall,ALLIED_WITH
Ynys Yronwood,ALLIED_WITH,House Allyrion of Godsgrace,ALLIED_WITH
Mylenda Caron,ALLIED_WITH,House Caron of Nightsong,ALLIED_WITH
Betha Blackwood,ALLIED_WITH,House Blackwood of Raventree Hall,ALLIED_WITH
Cregan Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Perriane Frey,ALLIED_WITH,House Haigh,ALLIED_WITH
Belandra,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Donnel Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Cosgrove,ALLIED_WITH,House Butterwell,ALLIED_WITH
Shaera Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Raymond Nayland,ALLIED_WITH,House Nayland of Hag's Mire,ALLIED_WITH
Lyonel,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Farlen,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Sam Stoops,ALLIED_WITH,House Osgrey of Standfast,ALLIED_WITH
Eon Hunter,ALLIED_WITH,House Hunter of Longbow Hall,ALLIED_WITH
Wolmer,ALLIED_WITH,House Webber of Coldmoat,ALLIED_WITH
Gormond Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Maron Volmark,ALLIED_WITH,House Volmark,ALLIED_WITH
Hoarfrost Umber,ALLIED_WITH,House Umber of the Last Hearth,ALLIED_WITH
Orys Baratheon,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Quentyn Ball,ALLIED_WITH,House Ball,ALLIED_WITH
Brella,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
Lysa Arryn,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Flement Brax,ALLIED_WITH,House Brax of Hornvale,ALLIED_WITH
Morton Waynwood,ALLIED_WITH,House Waynwood of Ironoaks,ALLIED_WITH
Alysanne Farman,ALLIED_WITH,House Farman of Faircastle,ALLIED_WITH
Marissa Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Armond Caswell,ALLIED_WITH,House Caswell of Bitterbridge,ALLIED_WITH
Stevron Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Gareth Clifton,ALLIED_WITH,House Clifton,ALLIED_WITH
Garrett Paege,ALLIED_WITH,House Paege,ALLIED_WITH
Robin Flint,ALLIED_WITH,House Flint of Widow's Watch,ALLIED_WITH
Jeyne Beesbury,ALLIED_WITH,House Beesbury of Honeyholt,ALLIED_WITH
Rhae Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Bryen Farring,ALLIED_WITH,House Farring,ALLIED_WITH
Gawen Westerling,ALLIED_WITH,House Westerling of the Crag,ALLIED_WITH
Richard Morrigen,ALLIED_WITH,House Morrigen of Crow's Nest,ALLIED_WITH
Samwell Spicer,ALLIED_WITH,House Spicer of Castamere,ALLIED_WITH
Belwas,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Gorold Goodbrother,ALLIED_WITH,House Goodbrother of Hammerhorn,ALLIED_WITH
Utherydes Wayn,ALLIED_WITH,House Wayn,ALLIED_WITH
Gerald Gower,ALLIED_WITH,House Gower,ALLIED_WITH
Alyn Hunt,ALLIED_WITH,House Hunt,ALLIED_WITH
Olymer Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Willis Wode,ALLIED_WITH,House Wode,ALLIED_WITH
Sarya Whent,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Falyse Stokeworth,ALLIED_WITH,House Byrch,ALLIED_WITH
Lann,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Criston Cole,ALLIED_WITH,House Cole,ALLIED_WITH
Ricasso,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Mariya Darry,ALLIED_WITH,House Darry of Darry,ALLIED_WITH
Aelinor Penrose,ALLIED_WITH,House Penrose of Parchments,ALLIED_WITH
Aemon Costayne,ALLIED_WITH,House Costayne of Three Towers,ALLIED_WITH
Petyr Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Jorelle Mormont,ALLIED_WITH,House Mormont of Bear Island,ALLIED_WITH
Willit,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Carellen Smallwood,ALLIED_WITH,House Smallwood of Acorn Hall,ALLIED_WITH
Corlys Velaryon,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Leonella Lefford,ALLIED_WITH,House Lefford of the Golden Tooth,ALLIED_WITH
Skinner,ALLIED_WITH,House Bolton of the Dreadfort,ALLIED_WITH
Steffon Swyft,ALLIED_WITH,House Swyft of Cornfield,ALLIED_WITH
Larra Blackmont,ALLIED_WITH,House Blackmont of Blackmont,ALLIED_WITH
Alester Tyrell,ALLIED_WITH,House Gardener of Highgarden,ALLIED_WITH
Qarl Shepherd,ALLIED_WITH,House Shepherd,ALLIED_WITH
Daemon Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Melara Crane,ALLIED_WITH,House Florent of Brightwater Keep,ALLIED_WITH
Terrance Lynderly,ALLIED_WITH,House Lynderly of the Snakewood,ALLIED_WITH
Porther,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Sansa Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Daemon Blackfyre,ALLIED_WITH,House Blackfyre of King's Landing,ALLIED_WITH
Harlan Grandison,ALLIED_WITH,House Grandison of Grandview,ALLIED_WITH
Harrold Hardyng,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Jyanna Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Merianne Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Crake,ALLIED_WITH,House Crakehall of Crakehall,ALLIED_WITH
Kiera of Tyrosh,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Hyle Hunt,ALLIED_WITH,House Hunt,ALLIED_WITH
Lucias Vypren,ALLIED_WITH,House Vypren,ALLIED_WITH
Alyssa Velaryon,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Omer Blackberry,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Uller,ALLIED_WITH,House Greyjoy of Pyke,ALLIED_WITH
Hother Umber,ALLIED_WITH,House Umber of the Last Hearth,ALLIED_WITH
Harras Harlaw,ALLIED_WITH,House Harlaw of Grey Garden,ALLIED_WITH
Clement Crabb,ALLIED_WITH,House Crabb,ALLIED_WITH
Steffarion Sparr,ALLIED_WITH,House Sparr of Great Wyk,ALLIED_WITH
Justin Massey,ALLIED_WITH,House Massey of Stonedance,ALLIED_WITH
Palla,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Greydon Goodbrother,ALLIED_WITH,House Goodbrother of Hammerhorn,ALLIED_WITH
Rickard Karstark,ALLIED_WITH,House Karstark of Karhold,ALLIED_WITH
Goodwin,ALLIED_WITH,House Tarth of Evenfall Hall,ALLIED_WITH
Annara Farring,ALLIED_WITH,House Farring,ALLIED_WITH
Perra Royce,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
Pate,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Triston Farwynd,ALLIED_WITH,House Farwynd of Sealskin Point,ALLIED_WITH
Ralph Buckler,ALLIED_WITH,House Buckler of Bronzegate,ALLIED_WITH
Germund Botley,ALLIED_WITH,House Botley of Lordsport,ALLIED_WITH
Hosman Norcross,ALLIED_WITH,House Norcross,ALLIED_WITH
Quenton Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Dalla,ALLIED_WITH,House Baratheon of Dragonstone,ALLIED_WITH
Loreza Sand,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Dale Drumm,ALLIED_WITH,House Drumm of Old Wyk,ALLIED_WITH
Barbrey Dustin,ALLIED_WITH,House Ryswell of the Rills,ALLIED_WITH
Myriame Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Oberyn Nymeros Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Manfred Lothston,ALLIED_WITH,House Lothston of Harrenhal,ALLIED_WITH
Cassana Estermont,ALLIED_WITH,House Baratheon of Storm's End,ALLIED_WITH
